time_sec,left_shoulder_pan_joint_desired_pos,left_shoulder_pan_joint_desired_vel,left_shoulder_pan_joint_actual_pos,left_shoulder_pan_joint_actual_vel,left_shoulder_pan_joint_error_pos,left_shoulder_pan_joint_error_vel,left_shoulder_lift_joint_desired_pos,left_shoulder_lift_joint_desired_vel,left_shoulder_lift_joint_actual_pos,left_shoulder_lift_joint_actual_vel,left_shoulder_lift_joint_error_pos,left_shoulder_lift_joint_error_vel,left_elbow_joint_desired_pos,left_elbow_joint_desired_vel,left_elbow_joint_actual_pos,left_elbow_joint_actual_vel,left_elbow_joint_error_pos,left_elbow_joint_error_vel,left_wrist_1_joint_desired_pos,left_wrist_1_joint_desired_vel,left_wrist_1_joint_actual_pos,left_wrist_1_joint_actual_vel,left_wrist_1_joint_error_pos,left_wrist_1_joint_error_vel,left_wrist_2_joint_desired_pos,left_wrist_2_joint_desired_vel,left_wrist_2_joint_actual_pos,left_wrist_2_joint_actual_vel,left_wrist_2_joint_error_pos,left_wrist_2_joint_error_vel,left_wrist_3_joint_desired_pos,left_wrist_3_joint_desired_vel,left_wrist_3_joint_actual_pos,left_wrist_3_joint_actual_vel,left_wrist_3_joint_error_pos,left_wrist_3_joint_error_vel
0.334,-0.721647,0.180098,-0.730732,0.0461084,0.00908543,0,-1.75607,-0.0240971,-1.75481,-0.00628467,-0.00126094,0,2.42208,-0.146157,2.42948,-0.0374815,-0.00739274,0,-1.56036,0.0212612,-1.56141,0.0053223,0.00104224,0,-3.89458,0.112765,-3.90024,0.0287081,0.00566154,0,3.45575,-0.205123,3.46609,-0.0524269,-0.0103324,0
0.344,-0.720513,0.187724,-0.730236,0.0493483,0.00972315,0,-1.75622,-0.0251174,-1.75487,-0.00673529,-0.00134879,0,2.42116,-0.152345,2.42908,-0.0401196,-0.00791137,0,-1.56023,0.0221614,-1.56135,0.00569272,0.00111606,0,-3.89387,0.117539,-3.89993,0.030723,0.00605938,0,3.45446,-0.213808,3.46552,-0.0561069,-0.0110575,0
0.354,-0.719332,0.19535,-0.729707,0.0526573,0.0103744,0,-1.75638,-0.0261377,-1.75494,-0.00719554,-0.00143844,0,2.42021,-0.158533,2.42865,-0.0428138,-0.00844098,0,-1.56009,0.0230616,-1.56128,0.006071,0.00119148,0,-3.89313,0.122314,-3.8996,0.0327807,0.00646572,0,3.45312,-0.222493,3.46492,-0.0598653,-0.0117981,0
0.364,-0.718104,0.202975,-0.729143,0.0560318,0.0110386,0,-1.75654,-0.027158,-1.75501,-0.00766491,-0.00152979,0,2.41921,-0.164722,2.42819,-0.0455615,-0.00898103,0,-1.55995,0.0239619,-1.56121,0.00645676,0.00126844,0,-3.89236,0.127088,-3.89924,0.0348793,0.00688014,0,3.45172,-0.231178,3.46427,-0.0636983,-0.0125533,0
0.374,-0.71683,0.210601,-0.728545,0.0594687,0.011715,0,-1.75671,-0.0281783,-1.75509,-0.00814294,-0.00162275,0,2.41817,-0.17091,2.42771,-0.0483599,-0.009531,0,-1.5598,0.0248621,-1.56114,0.00684965,0.00134685,0,-3.89156,0.131863,-3.89887,0.0370167,0.00730225,0,3.45027,-0.239863,3.46359,-0.0676022,-0.0133226,0
0.384,-0.715508,0.218226,-0.727911,0.0629649,0.0124031,0,-1.75689,-0.0291986,-1.75517,-0.00862917,-0.00171725,0,2.4171,-0.177099,2.42719,-0.0512066,-0.0100904,0,-1.55964,0.0257623,-1.56107,0.00724933,0.00142666,0,-3.89074,0.136637,-3.89847,0.0391911,0.00773166,0,3.44876,-0.248549,3.46287,-0.0715735,-0.0141051,0
0.394,-0.714139,0.225852,-0.727241,0.0665174,0.0131022,0,-1.75707,-0.0302189,-1.75526,-0.00912316,-0.0018132,0,2.41599,-0.183287,2.42665,-0.0540991,-0.0106588,0,-1.55948,0.0266625,-1.56099,0.00765548,0.00150779,0,-3.88988,0.141412,-3.89805,0.0414005,0.00816801,0,3.4472,-0.257234,3.4621,-0.0756089,-0.0149002,0
0.404,-0.712723,0.233477,-0.726595,0.0633875,0.0138714,0,-1.75726,-0.0312392,-1.75535,-0.00915804,-0.00191049,0,2.41484,-0.189475,2.42612,-0.0517535,-0.0112803,0,-1.55931,0.0275627,-1.56091,0.00703889,0.00160247,0,-3.88899,0.146187,-3.89765,0.0392673,0.00865351,0,3.44559,-0.265919,3.46137,-0.0719174,-0.0157788,0
0.414,-0.711261,0.241103,-0.725859,0.0739694,0.0145981,0,-1.75746,-0.0322595,-1.75544,-0.00971489,-0.00201694,0,2.41366,-0.195664,2.42553,-0.05997,-0.0118742,0,-1.55914,0.028463,-1.56082,0.00876031,0.00168209,0,-3.88808,0.150961,-3.89718,0.0462262,0.00910198,0,3.44392,-0.274604,3.46053,-0.0842094,-0.0166017,0
0.424,-0.709751,0.248728,-0.725075,0.0777945,0.0153244,0,-1.75766,-0.0332798,-1.75554,-0.010619,-0.00211815,0,2.41243,-0.201852,2.4249,-0.0632534,-0.0124652,0,-1.55896,0.0293632,-1.56073,0.00897927,0.00176561,0,-3.88713,0.155736,-3.89669,0.0484341,0.00955484,0,3.44221,-0.283289,3.45963,-0.0884352,-0.0174274,0
