time_sec,left_shoulder_pan_joint_desired_pos,left_shoulder_pan_joint_desired_vel,left_shoulder_pan_joint_actual_pos,left_shoulder_pan_joint_actual_vel,left_shoulder_pan_joint_error_pos,left_shoulder_pan_joint_error_vel,left_shoulder_lift_joint_desired_pos,left_shoulder_lift_joint_desired_vel,left_shoulder_lift_joint_actual_pos,left_shoulder_lift_joint_actual_vel,left_shoulder_lift_joint_error_pos,left_shoulder_lift_joint_error_vel,left_elbow_joint_desired_pos,left_elbow_joint_desired_vel,left_elbow_joint_actual_pos,left_elbow_joint_actual_vel,left_elbow_joint_error_pos,left_elbow_joint_error_vel,left_wrist_1_joint_desired_pos,left_wrist_1_joint_desired_vel,left_wrist_1_joint_actual_pos,left_wrist_1_joint_actual_vel,left_wrist_1_joint_error_pos,left_wrist_1_joint_error_vel,left_wrist_2_joint_desired_pos,left_wrist_2_joint_desired_vel,left_wrist_2_joint_actual_pos,left_wrist_2_joint_actual_vel,left_wrist_2_joint_error_pos,left_wrist_2_joint_error_vel,left_wrist_3_joint_desired_pos,left_wrist_3_joint_desired_vel,left_wrist_3_joint_actual_pos,left_wrist_3_joint_actual_vel,left_wrist_3_joint_error_pos,left_wrist_3_joint_error_vel
1.762,-0.605103,-0,-0.60545,0.00176843,0.000347189,0,-1.75987,-0,-1.75988,2.62767e-05,7.77154e-06,0,2.31829,-0,2.3186,-0.00157742,-0.000308516,0,-1.55997,-0,-1.55997,1.37884e-06,1.92428e-06,0,-3.82614,-0,-3.82635,0.00105769,0.000209406,0,3.31265,-0,3.31309,-0.00222726,-0.000438725,0
1.772,-0.605103,-0,-0.605433,0.00168104,0.000330032,0,-1.75987,-0,-1.75988,2.56257e-05,7.51268e-06,0,2.31829,-0,2.31858,-0.00149918,-0.000293214,0,-1.55997,-0,-1.55997,1.71816e-06,1.90843e-06,0,-3.82614,-0,-3.82634,0.00100585,0.000199142,0,3.31265,-0,3.31307,-0.00211755,-0.000417116,0
1.782,-0.605103,-0,-0.605417,0.00159797,0.000313724,0,-1.75987,-0,-1.75988,2.49744e-05,7.26033e-06,0,2.31829,-0,2.31857,-0.00142482,-0.000278672,0,-1.55997,-0,-1.55997,2.02039e-06,1.8894e-06,0,-3.82614,-0,-3.82633,0.000956554,0.000189381,0,3.31265,-0,3.31304,-0.00201325,-0.00039657,0
1.792,-0.605103,-0,-0.605401,0.001519,0.000298221,0,-1.75987,-0,-1.75988,2.43245e-05,7.01449e-06,0,2.31829,-0,2.31855,-0.00135415,-0.00026485,0,-1.55997,-0,-1.55997,2.28838e-06,1.86757e-06,0,-3.82614,-0,-3.82632,0.000909673,0.000180099,0,3.31265,-0,3.31303,-0.00191409,-0.000377037,0
1.802,-0.605103,-0,-0.605386,0.00144394,0.000283484,0,-1.75987,-0,-1.75988,2.36774e-05,6.77513e-06,0,2.31829,-0,2.31854,-0.00128698,-0.000251715,0,-1.55997,-0,-1.55997,2.52478e-06,1.84324e-06,0,-3.82614,-0,-3.82631,0.000865089,0.000171271,0,3.31265,-0,3.31301,-0.00181981,-0.000358465,0
1.812,-0.605103,-0,-0.605372,0.00137259,0.000269476,0,-1.75987,-0,-1.75988,2.30345e-05,6.54222e-06,0,2.31829,-0,2.31853,-0.00122315,-0.00023923,0,-1.55997,-0,-1.55997,2.73207e-06,1.81673e-06,0,-3.82614,-0,-3.8263,0.00082269,0.000162877,0,3.31265,-0,3.31299,-0.00173017,-0.000340809,0
1.822,-0.605103,-0,-0.605359,0.00130476,0.00025616,0,-1.75987,-0,-1.75988,2.23969e-05,6.3157e-06,0,2.31829,-0,2.31852,-0.00116248,-0.000227365,0,-1.55997,-0,-1.55997,2.91255e-06,1.7883e-06,0,-3.82614,-0,-3.82629,0.000782369,0.000154893,0,3.31265,-0,3.31297,-0.00164495,-0.000324022,0
1.832,-0.605103,-0,-0.605346,0.00124028,0.000243502,0,-1.75987,-0,-1.75988,2.17657e-05,6.09552e-06,0,2.31829,-0,2.31851,-0.00110482,-0.000216089,0,-1.55997,-0,-1.55997,3.06837e-06,1.75822e-06,0,-3.82614,-0,-3.82628,0.000744025,0.000147301,0,3.31265,-0,3.31296,-0.00156392,-0.000308062,0
1.842,-0.605103,-0,-0.605334,0.00117899,0.000231469,0,-1.75987,-0,-1.75988,2.11419e-05,5.88162e-06,0,2.31829,-0,2.31849,-0.00105002,-0.000205372,0,-1.55997,-0,-1.55997,3.20155e-06,1.72672e-06,0,-3.82614,-0,-3.82628,0.000707559,0.000140081,0,3.31265,-0,3.31294,-0.00148689,-0.000292888,0
1.852,-0.605103,-0,-0.605323,0.00112073,0.000220031,0,-1.75987,-0,-1.75988,2.05262e-05,5.6739e-06,0,2.31829,-0,2.31848,-0.000997944,-0.000195186,0,-1.55997,-0,-1.55997,3.31394e-06,1.69402e-06,0,-3.82614,-0,-3.82627,0.00067288,0.000133215,0,3.31265,-0,3.31293,-0.00141365,-0.000278461,0
1.862,-0.605103,-0,-0.605312,0.00106535,0.000209158,0,-1.75987,-0,-1.75988,1.99194e-05,5.47229e-06,0,2.31829,-0,2.31847,-0.000948447,-0.000185506,0,-1.55997,-0,-1.55997,3.40728e-06,1.6603e-06,0,-3.82614,-0,-3.82626,0.000639901,0.000126685,0,3.31265,-0,3.31291,-0.00134402,-0.000264745,0
1.872,-0.605103,-0,-0.605302,0.0010127,0.000198823,0,-1.75987,-0,-1.75988,1.93222e-05,5.27668e-06,0,2.31829,-0,2.31847,-0.000901405,-0.000176305,0,-1.55997,-0,-1.55997,3.48318e-06,1.62576e-06,0,-3.82614,-0,-3.82626,0.000608538,0.000120476,0,3.31265,-0,3.3129,-0.00127782,-0.000251705,0
1.882,-0.605103,-0,-0.605292,0.000962661,0.000188998,0,-1.75987,-0,-1.75988,1.87351e-05,5.08699e-06,0,2.31829,-0,2.31846,-0.000856697,-0.000167561,0,-1.55997,-0,-1.55997,3.54315e-06,1.59056e-06,0,-3.82614,-0,-3.82625,0.000578713,0.000114571,0,3.31265,-0,3.31289,-0.00121488,-0.000239307,0
1.892,-0.605103,-0,-0.605282,0.000915091,0.000179659,0,-1.75987,-0,-1.75988,1.81585e-05,4.90311e-06,0,2.31829,-0,2.31845,-0.000814206,-0.000159251,0,-1.55997,-0,-1.55997,3.58858e-06,1.55484e-06,0,-3.82614,-0,-3.82625,0.000550349,0.000108955,0,3.31265,-0,3.31288,-0.00115504,-0.000227519,0
1.902,-0.605103,-0,-0.605274,0.000869871,0.000170781,0,-1.75987,-0,-1.75988,1.7593e-05,4.72493e-06,0,2.31829,-0,2.31844,-0.000773823,-0.000151353,0,-1.55997,-0,-1.55997,3.62076e-06,1.51875e-06,0,-3.82614,-0,-3.82624,0.000523375,0.000103614,0,3.31265,-0,3.31286,-0.00109815,-0.000216313,0
